STATION,NAME,LATITUDE,LONGITUDE,DATE,DEW,SLP,TMP,VIS,WND
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-06T00:00:00,"-0287,1","10166,1","-0063,1","030000,1,9,9","250,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-06T03:00:00,"-0282,1","10214,1","-0037,1","024000,1,9,9","260,1,N,0090,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-06T06:00:00,"-0295,1","10208,1","-0019,1","030000,1,9,9","260,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-06T09:00:00,"-0292,1","10133,1","-0015,1","026000,1,9,9","300,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-06T12:00:00,"-0260,1","10202,1","-0074,1","013000,1,9,9","300,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-06T18:00:00,"-0277,1","10187,1","-0125,1","026000,1,9,9","060,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-06T21:00:00,"-0270,1","10213,1","-0159,1","030000,1,9,9","040,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-07T00:00:00,"-0269,1","10186,1","-0064,1","030000,1,9,9","240,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-07T03:00:00,"-0272,1","10227,1","-0044,1","030000,1,9,9","250,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-07T06:00:00,"-0291,1","10215,1","-0014,1","029000,1,9,9","280,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-07T09:00:00,"-0328,1","10244,1","-0013,1","030000,1,9,9","290,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-07T12:00:00,"-0290,1","10212,1","-0074,1","016000,1,9,9","290,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-07T18:00:00,"-0336,1","10166,1","-0083,1","030000,1,9,9","290,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-07T21:00:00,"-0317,1","10202,1","-0122,1","030000,1,9,9","999,9,C,0000,5"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-08T00:00:00,"-0345,1","10211,1","-0069,1","030000,1,9,9","240,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-08T03:00:00,"-0348,1","10170,1","-0019,1","025000,1,9,9","250,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-08T06:00:00,"-0348,1","10147,1","+0007,1","029000,1,9,9","260,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-08T09:00:00,"-0364,1","10159,1","+0016,1","030000,1,9,9","270,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-08T12:00:00,"-0286,1","10184,1","-0052,1","011000,1,9,9","280,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-08T18:00:00,"-0293,1","10174,1","-0124,1","030000,1,9,9","999,9,C,0000,5"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-08T21:00:00,"-0333,1","10113,1","-0079,1","030000,1,9,9","230,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-09T00:00:00,"-0280,1","10172,1","-0054,1","030000,1,9,9","240,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-09T03:00:00,"-0273,1","10194,1","-0026,1","030000,1,9,9","230,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-09T06:00:00,"-0318,1","10197,1","+0001,1","029000,1,9,9","270,1,N,0100,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-09T09:00:00,"-0323,1","10109,2","+0015,1","029000,1,9,9","270,1,N,0100,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-09T12:00:00,"-0252,1","10151,1","-0051,1","009000,1,9,9","280,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-09T18:00:00,"-0296,1","10104,1","-0055,1","030000,1,9,9","230,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-09T21:00:00,"-0338,1","10080,1","-0044,1","030000,1,9,9","240,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-10T00:00:00,"-0326,1","10175,1","-0058,1","030000,1,9,9","240,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-10T03:00:00,"-0328,1","10187,1","-0031,1","027000,1,9,9","250,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-10T06:00:00,"-0338,1","10142,1","-0005,1","030000,1,9,9","250,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-10T09:00:00,"-0347,1","10091,1","+0008,1","030000,1,9,9","260,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-10T12:00:00,"-0348,1","10131,1","-0018,1","023000,1,9,9","260,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-10T18:00:00,"-0327,1","10113,1","-0030,1","030000,1,9,9","230,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-10T21:00:00,"-0326,1","10112,1","-0044,1","030000,1,9,9","230,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-11T00:00:00,"-0336,1","10154,1","-0057,1","030000,1,9,9","220,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-11T03:00:00,"-0362,1","10139,1","-0013,1","029000,1,9,9","240,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-11T06:00:00,"-0328,1","10123,1","+0009,1","026000,1,9,9","270,1,N,0090,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-11T09:00:00,"-0281,1","10115,1","+0014,1","028000,1,9,9","300,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-11T12:00:00,"-0266,1","10197,2","-0046,1","012000,1,9,9","280,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-11T18:00:00,"-0266,1","10170,1","-0081,1","030000,1,9,9","190,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-11T21:00:00,"-0289,1","10129,1","-0046,1","030000,1,9,9","240,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-12T00:00:00,"-0289,1","10212,2","-0065,1","030000,1,9,9","230,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-12T03:00:00,"-0312,1","10202,1","-0010,1","030000,1,9,9","220,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-12T06:00:00,"-0312,1","10141,1","+0030,1","023000,1,9,9","260,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-12T09:00:00,"-0318,1","99999,9","+0048,1","028000,1,9,9","260,1,N,0090,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-12T12:00:00,"-0250,1","10155,1","-0034,1","009000,1,9,9","260,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-12T18:00:00,"-0291,1","10054,1","-0026,1","027000,1,9,9","270,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-12T21:00:00,"-0324,1","10057,1","-0042,1","030000,1,9,9","250,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-13T00:00:00,"-0305,1","10164,2","-0055,1","030000,1,9,9","230,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-13T03:00:00,"-0334,1","10093,1","+0000,1","022000,1,9,9","230,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-13T06:00:00,"-0359,1","10085,1","+0022,1","028000,1,9,9","250,1,N,0100,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-13T09:00:00,"-0384,1","10079,1","+0028,1","030000,1,9,9","250,1,N,0110,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-13T12:00:00,"-0360,1","10163,2","-0034,1","013000,1,9,9","280,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-13T18:00:00,"-0373,1","10082,1","-0028,1","030000,1,9,9","240,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-13T21:00:00,"-0335,1","10100,1","-0056,1","030000,1,9,9","230,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-14T00:00:00,"-0323,1","10186,2","-0067,1","030000,1,9,9","230,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-14T03:00:00,"-0336,1","10172,1","-0024,1","030000,1,9,9","250,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-14T06:00:00,"-0348,1","10095,1","+0007,1","030000,1,9,9","250,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-14T09:00:00,"-0364,1","10087,1","+0015,1","030000,1,9,9","260,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-14T12:00:00,"-0276,1","10174,2","-0057,1","006000,1,9,9","280,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-14T18:00:00,"-0339,1","10093,1","-0061,1","030000,1,9,9","250,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-14T21:00:00,"-0329,1","10065,1","-0048,1","030000,1,9,9","240,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-15T00:00:00,"-0300,1","10171,2","-0069,1","030000,1,9,9","250,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-15T06:00:00,"-0303,1","10157,1","-0029,1","029000,1,9,9","280,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-15T09:00:00,"-0310,1","10123,1","-0023,1","030000,1,9,9","280,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-15T12:00:00,"-0278,1","10208,2","-0075,1","010000,1,9,9","270,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-15T18:00:00,"-0287,1","10192,1","-0100,1","030000,1,9,9","290,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-15T21:00:00,"-0272,1","10240,1","-0152,1","030000,1,9,9","170,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-16T03:00:00,"-0290,1","10274,1","-0097,1","030000,1,9,9","090,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-16T09:00:00,"-0285,1","10253,1","-0030,1","030000,1,9,9","260,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-16T12:00:00,"-0282,1","10351,2","-0094,1","010000,1,9,9","280,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-16T18:00:00,"-0279,1","10304,1","-0148,1","028000,1,9,9","180,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-16T21:00:00,"-0283,1","10287,1","-0180,1","030000,1,9,9","200,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-17T00:00:00,"-0289,1","10358,1","-0180,1","015000,1,9,9","200,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-17T03:00:00,"-0279,1","10353,1","-0113,1","009000,1,9,9","060,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-17T06:00:00,"-0249,1","10257,2","-0033,1","029000,1,9,9","040,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-17T09:00:00,"-0232,1","10276,1","-0027,1","019000,1,9,9","300,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-17T12:00:00,"-0253,1","10343,1","-0066,1","016000,1,9,9","290,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-17T18:00:00,"-0252,1","10258,1","-0118,1","030000,1,9,9","180,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-17T21:00:00,"-0256,1","10260,1","-0134,1","030000,1,9,9","170,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-18T00:00:00,"-0265,1","10321,1","-0154,1","028000,1,9,9","200,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-18T03:00:00,"-0243,1","10327,1","-0112,1","014000,1,9,9","050,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-18T06:00:00,"-0290,1","10221,1","-0025,1","030000,1,9,9","280,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-18T09:00:00,"-0283,1","99999,9","-0016,1","021000,1,9,9","300,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-18T12:00:00,"-0260,1","10289,2","-0068,1","014000,1,9,9","260,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-18T18:00:00,"-0302,1","10171,1","-0089,1","019000,1,9,9","280,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-18T21:00:00,"-0327,1","10160,1","-0103,1","030000,1,9,9","290,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-19T00:00:00,"-0308,1","10196,1","-0096,1","030000,1,9,9","230,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-19T03:00:00,"-0309,1","10155,1","-0049,1","020000,1,9,9","220,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-19T06:00:00,"-0342,1","10124,1","-0011,1","021000,1,9,9","280,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-19T09:00:00,"-0280,1","10120,1","-0013,1","029000,1,9,9","290,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-19T12:00:00,"-0263,1","10165,1","-0058,1","006000,1,9,9","270,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-19T18:00:00,"-0264,1","10144,1","-0115,1","030000,1,9,9","170,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-19T21:00:00,"-0283,1","10159,1","-0132,1","018000,1,9,9","120,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-20T00:00:00,"-0292,1","10273,2","-0187,1","030000,1,9,9","070,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-20T03:00:00,"-0285,1","10253,1","-0115,1","013000,1,9,9","070,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-20T06:00:00,"-0299,1","10162,1","-0009,1","030000,1,9,9","280,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-20T09:00:00,"-0300,1","10146,1","+0006,1","021000,1,9,9","300,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-20T12:00:00,"-0297,1","99999,9","-0056,1","009000,1,9,9","280,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-20T18:00:00,"-0296,1","10154,1","-0133,1","019000,1,9,9","030,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-20T21:00:00,"-0290,1","99999,9","-0047,1","030000,1,9,9","220,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-21T00:00:00,"-0258,1","10104,1","-0036,1","030000,1,9,9","240,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-21T03:00:00,"-0252,1","99999,9","-0044,1","029000,1,9,9","010,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-21T06:00:00,"-0306,1","10139,1","+0016,1","030000,1,9,9","260,1,N,0090,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-21T09:00:00,"-0362,1","10024,2","+0018,1","028000,1,9,9","280,1,N,0090,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-21T12:00:00,"-0241,2","10066,1","-0031,1","020000,1,9,9","300,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-21T21:00:00,"-0368,1","10036,1","-0045,1","030000,1,9,9","250,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-22T00:00:00,"-0363,1","10107,1","-0059,1","030000,1,9,9","230,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-22T03:00:00,"-0307,1","99999,9","-0078,1","029000,1,9,9","060,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-22T06:00:00,"-0380,1","10051,2","-0007,1","025000,1,9,9","270,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-22T09:00:00,"-0353,1","10039,1","-0001,1","029000,1,9,9","280,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-22T12:00:00,"-0289,1","10137,1","-0073,1","008000,1,9,9","280,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-22T18:00:00,"-0329,1","10138,1","-0113,1","030000,1,9,9","150,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-22T21:00:00,"-0343,1","10098,1","-0079,1","030000,1,9,9","230,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-23T00:00:00,"-0326,1","10191,1","-0082,1","030000,1,9,9","240,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-23T03:00:00,"-0326,1","99999,9","-0058,1","024000,1,9,9","240,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-23T06:00:00,"-0364,1","10177,1","-0015,1","021000,1,9,9","280,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-23T09:00:00,"-0378,1","10109,1","-0004,1","030000,1,9,9","230,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-23T12:00:00,"-0354,1","10146,1","-0047,1","025000,1,9,9","260,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-23T21:00:00,"-0334,1","10063,1","-0081,1","030000,1,9,9","230,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-24T00:00:00,"-0322,1","10093,1","-0076,1","030000,1,9,9","240,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-24T03:00:00,"-0324,1","10123,1","-0042,1","024000,1,9,9","230,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-24T06:00:00,"-0379,1","10016,2","-0005,1","030000,1,9,9","250,1,N,0080,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-24T09:00:00,"-0273,1","10016,1","-0026,1","030000,1,9,9","310,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-24T12:00:00,"-0295,1","10075,1","-0072,1","015000,1,9,9","310,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-24T18:00:00,"-0363,1","10092,1","-0127,1","030000,1,9,9","240,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-24T21:00:00,"-0246,2","10104,1","-0111,1","030000,1,9,9","280,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-25T00:00:00,"-0285,1","10176,1","-0120,1","030000,1,9,9","270,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-25T03:00:00,"-0246,1","10275,2","-0112,1","015000,1,9,9","230,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-25T06:00:00,"-0269,1","10220,1","-0084,1","030000,1,9,9","250,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-25T09:00:00,"-0311,1","10156,1","-0063,1","030000,1,9,9","260,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-25T12:00:00,"-0272,1","10232,1","-0120,1","017000,1,9,9","280,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-25T18:00:00,"-0291,1","10219,1","-0141,1","030000,1,9,9","190,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-25T21:00:00,"-0303,1","10213,1","-0168,1","030000,1,9,9","180,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-26T00:00:00,"-0274,1","10203,1","-0102,1","021000,1,9,9","250,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-26T03:00:00,"-0268,1","10211,1","-0083,1","026000,1,9,9","230,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-26T06:00:00,"-0266,1","10177,1","-0054,1","030000,1,9,9","270,1,N,0070,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-26T09:00:00,"-0255,1","10201,1","-0062,1","030000,1,9,9","280,1,N,0060,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-26T12:00:00,"-0231,1","10170,1","-0090,1","014000,1,9,9","290,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-26T18:00:00,"-0187,1","10168,1","-0133,1","030000,1,9,9","190,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-26T21:00:00,"-0204,1","10188,1","-0145,1","030000,1,9,9","170,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-27T00:00:00,"-0194,1","10224,1","-0146,1","027000,1,9,9","190,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-27T03:00:00,"-0162,1","10252,1","-0115,1","006000,1,9,9","320,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-27T06:00:00,"-0180,1","10244,1","-0102,1","030000,1,9,9","290,1,N,0050,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-27T09:00:00,"-0182,1","10241,1","-0107,1","026000,1,9,9","310,1,N,0030,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-27T12:00:00,"-0198,1","10260,1","-0115,1","025000,1,9,9","260,1,N,0040,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-27T18:00:00,"-0209,1","10270,1","-0156,1","030000,1,9,9","180,1,N,0020,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-27T21:00:00,"-0222,1","10309,1","-0189,1","030000,1,9,9","010,1,N,0010,1"
55279099999,"BAINGOIN, CH",31.3666666,90.0166666,2022-12-28T00:00:00,"-0212,1","10306,1","-0177,1","030000,1,9,9","350,1,N,0010,1"
