STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DEWP,FRSHTT,GUST,MAX,MIN,MXSPD,PRCP,SLP,SNDP,STP,TEMP
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/4/24,-0.8,0,999.9,72.9,32.9,5.8,0,1020.5,999.9,891.7,55.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/4/25,7.8,0,999.9,77.2,30.9,5.8,0,1019.5,999.9,891.2,56.4
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/4/26,10.4,0,999.9,82.4,33.6,5.8,0,1017.4,999.9,890,61
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/4/27,2.5,0,999.9,86,46.6,7.8,0,1012.1,999.9,886.7,69.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/4/28,7.8,0,999.9,86,45.9,7.8,0,1008.6,999.9,884.6,68.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/4/29,22.7,0,999.9,89.1,51.3,3.9,0,1007.5,999.9,883.6,70.2
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/4/30,19.4,0,999.9,92.8,49.6,7.8,0,1002.3,999.9,879.4,72.7
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/1,29.8,0,999.9,95,48.2,3.9,0,1000.4,999.9,878.4,75.8
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/2,34.8,0,999.9,95,56.8,5.8,0,1002.9,999.9,880.1,72.3
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/3,32.8,0,999.9,85.1,59,7.8,0,1003.6,999.9,880.5,70.4
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/4,36.4,0,999.9,84.2,55.9,7.8,0,1001.8,999.9,878.7,69.6
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/5,37.3,10000,999.9,84.2,56.1,13.6,0,1004.5,999.9,880.4,65.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/6,40.7,10000,999.9,79.7,52.7,9.7,0.03,1008.4,999.9,883.2,64.2
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/7,25.9,10000,999.9,76.1,41.7,9.7,0,1019.7,999.9,891.3,54.6
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/8,13.5,0,999.9,71.1,37.2,5.8,0,1017.2,999.9,889.3,57.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/9,15.3,0,999.9,78.8,41.2,9.7,0,1012.3,999.9,885.8,63
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/10,20.7,0,999.9,78.8,43.7,13.6,0,1020.5,999.9,892.9,58.8
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/11,14.8,0,999.9,79.3,41.7,7.8,0,1013.5,999.9,886.7,60.8
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/12,16.6,0,999.9,79.3,39.4,5.8,0,1009.8,999.9,884.2,65.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/13,25.5,0,999.9,85.1,51.4,3.9,0,1003.1,999.9,879.8,71
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/14,29.8,0,999.9,85.1,56.8,11.7,0,1001.4,999.9,879.1,74.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/15,33.6,0,999.9,85.5,53.2,5.8,0,1005.8,999.9,882.4,70.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/16,24.8,0,999.9,91.9,51.4,5.8,0,1002.3,999.9,879.9,75.2
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/17,18.5,0,999.9,91.9,56.3,15.5,0,999.8,999.9,878.1,76.3
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/18,16.9,0,999.9,91.2,54.7,9.7,0,1001,999.9,878.3,70.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/19,20.5,0,999.9,86.7,52.9,9.7,0,1000.2,999.9,877.7,73
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/20,33.9,0,999.9,87.6,54.3,9.7,0,1003.6,999.9,881,72.9
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/21,38.6,0,999.9,91.6,57,5.8,0,1007.7,999.9,885.1,76.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/22,39.8,0,999.9,91.6,60.1,11.7,0,1012.2,999.9,888.3,71.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/23,32.9,0,999.9,82.9,52,5.8,0,1014.9,999.9,889.9,67.8
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/24,32.8,0,999.9,82.2,50,11.7,0,1014.1,999.9,888.9,68
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/25,44,10000,999.9,81,53.2,11.7,0.02,1021.4,999.9,893.7,58.7
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/26,42.4,10000,999.9,76.3,51.8,9.7,0.03,1022.2,999.9,894.8,62.8
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/27,30.8,0,999.9,81.5,49.8,7.8,0,1010.3,999.9,885.9,72.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/28,35.4,10000,999.9,86.4,54,13.6,0.18,1003.5,999.9,880.9,71.2
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/29,32.7,0,999.9,86.4,47.7,9.7,0,1008.6,999.9,883.4,63.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/30,28.3,0,999.9,83.8,47.7,3.9,0,1007.5,999.9,882.7,66.9
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/5/31,30.4,0,999.9,83.8,52.2,5.8,0,1009.5,999.9,884.5,66.2
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/1,32,0,999.9,88,50.7,5.8,0,1007.9,999.9,884.3,72.2
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/2,32.3,0,999.9,91.2,52.3,5.8,0,1004,999.9,881.4,74.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/3,33.1,0,999.9,93.4,54.9,5.8,0,1001.5,999.9,879.5,75.3
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/4,38,0,999.9,95.7,58.3,3.9,0,999.1,999.9,877.8,79.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/5,38.8,0,999.9,95.9,60.8,7.8,0,994.9,999.9,874.9,83.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/6,31.8,0,999.9,95.9,61.3,15.5,0,999.8,999.9,878.7,74.8
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/7,23.7,0,999.9,91.8,49.5,7.8,0,1011.5,999.9,886.4,64.6
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/8,28.2,0,999.9,81.9,47.5,5.8,0,1008.9,999.9,884.3,68.7
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/9,27.9,0,999.9,85.3,51.3,5.8,0,1006.5,999.9,882.8,70.4
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/10,25.8,0,999.9,88,53.8,5.8,0,1004.3,999.9,881.2,71.6
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/11,34.5,0,999.9,89.4,53.8,5.8,0,1001.8,999.9,879.3,74.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/12,35.7,0,999.9,89.4,54,13.6,0,1005.1,999.9,881.9,69.6
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/13,37.7,0,999.9,88.5,51.1,3.9,0,1003.9,999.9,880.7,72.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/14,31.9,0,999.9,88.5,58.8,9.7,0,1004.5,999.9,882.1,77.1
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/15,41.8,0,999.9,89.4,63.9,1.9,0,1004.1,999.9,882,75.8
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/16,37.4,0,999.9,92.3,58.5,3.9,0,1001.5,999.9,879.9,76.7
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/17,39.1,0,999.9,93.9,57,5.8,0,998.4,999.9,877,76.6
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/18,46.4,0,999.9,94.8,61.5,5.8,0,997.9,999.9,876.4,75.7
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/19,42.2,0,999.9,98.4,60.1,7.8,0,994.4,999.9,874.6,83.9
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/20,46.4,0,999.9,98.4,70.2,7.8,0,998,999.9,877.7,80.3
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/21,43.7,0,999.9,91.2,60.6,15.5,0,1005.4,999.9,882.7,72.3
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/22,32.5,0,999.9,90.9,58.6,9.7,0,1000.8,999.9,879.2,78.6
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/23,32.8,0,999.9,94.6,58.3,11.7,0,999,999.9,877.9,76.7
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/24,40.5,0,999.9,94.6,57.7,5.8,0,998.9,999.9,877.4,76.6
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/25,39.4,0,999.9,93.7,59.2,5.8,0,997.4,999.9,876.4,77.5
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/26,44.2,10000,999.9,93.7,59.5,17.5,0,1003.3,999.9,880.7,71.3
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/27,45.8,0,999.9,84.9,59.9,7.8,0,1003.2,999.9,879.9,71.4
52418099999,"DUNHUANG, CH",40.15,94.6833333,1140,2020/6/28,40.5,0,999.9,90.3,56.8,7.8,0,998.3,999.9,876.6,76.3
